Location,State,Total Biomass Residue (thousand tonnes/yr),Crop Residue,Manure Residue,Forest Residue,Primary Mill Residue,Secondary Mill Residue,Urban Residue,Landfill Residue
Glenn,California,169513.656,161149.845,2429.773,1407.000,0.000,252.965,3209.730,1020.600
Yuba,California,84725.833,54645.805,530.439,520.000,0.000,779.306,6984.264,21166.440
Nottoway,Virginia,116080.807,139.300,171.939,32755.000,72863.000,518.177,1954.249,0.000
Dinwiddie,Virginia,72700.303,6642.792,135.319,50145.000,0.000,4.082,2856.400,1102.500
Charlotte,Virginia,153973.621,1215.656,86.758,74811.000,75995.000,257.047,1587.536,0.000
Colusa,California,50505.823,48208.610,18.696,0.000,0.000,4.082,2243.341,0.000
Placer,California,61311.644,17709.293,87.797,6606.000,0.000,2617.178,28707.462,5173.161
Sutter,California,185341.905,175299.262,14.802,0.000,0.000,771.142,9126.180,0.000
Franklin,Virginia,91996.006,1154.976,619.581,50057.000,34098.000,563.083,5330.579,94.595
Jefferson,Wisconsin,180273.238,116411.215,561.682,5212.000,2572.000,1510.524,7536.863,6965.000
Waukesha,Wisconsin,113452.590,43280.588,52.349,827.000,0.000,3608.626,36302.518,10668.161
Milwaukee,Wisconsin,113433.057,2032.423,0.000,8.000,0.000,4890.679,93512.796,9606.495
El Dorado,California,333979.090,0.000,10.187,32327.000,280770.000,559.001,18164.446,1890.000
Yolo,California,128181.555,93142.751,375.588,0.000,0.000,1514.606,19488.674,13381.040
Sonoma,California,219134.278,728.486,5209.479,9297.000,110241.000,6172.733,52953.086,33774.130
Green,Wisconsin,202420.018,110208.776,538.975,2539.000,428.000,265.212,3434.208,0.000
Rock,Wisconsin,287598.057,200006.360,355.098,771.000,0.000,1249.394,15588.310,5735.961
Sacramento,California,234471.391,45198.915,2843.719,0.000,0.000,13002.300,140602.989,30800.290
Amador,California,349152.827,0.000,22.121,1822.000,341214.000,12.247,4108.803,1915.615
Tuolumne,California,321283.908,0.000,125.507,18924.000,293118.000,285.624,6420.485,2320.170
Isle of Wight,Virginia,199044.870,18446.125,2489.170,34293.000,139971.000,20.412,3623.595,0.000
Pittsylvania,Virginia,148508.074,3138.103,200.065,70628.000,55066.000,269.294,7232.891,0.000
Racine,Wisconsin,118508.515,64549.138,31.691,87.000,0.000,1792.066,18945.279,20086.661
Montgomery,Virginia,52949.021,0.000,173.364,11398.000,30807.000,293.789,9790.668,0.000
San Joaquin,California,215258.190,95654.962,16685.745,0.000,0.000,5184.468,64970.980,31830.070
Lunenburg,Virginia,92712.493,473.200,10.545,49346.000,34994.000,0.000,1754.297,0.000
Sussex,Virginia,205319.934,17676.219,1.933,59662.000,109944.000,244.800,1500.363,13853.161
Halifax,Virginia,110868.582,2407.872,400.154,57234.000,26945.000,36.742,4301.832,0.000
Contra Costa,California,159924.367,6064.189,459.189,0.000,0.000,6307.308,109249.823,36274.896
Brunswick,Virginia,164089.238,2766.073,65.649,97382.000,46209.000,501.847,2257.945,0.000
Stanislaus,California,84806.329,9699.881,8716.418,2421.000,0.000,2898.720,51169.346,9161.810
Walworth,Wisconsin,178014.692,104115.261,299.954,6339.000,0.000,803.801,9407.404,28830.000
Southampton,Virginia,152830.090,29344.843,1618.811,85178.000,31305.000,244.800,2061.536,0.000
Solano,California,89277.484,33666.490,280.692,0.000,0.000,2081.772,45346.195,7249.921
Carroll,Virginia,84832.308,0.000,124.591,46408.000,33093.000,252.965,3478.367,0.000
Madera,California,66066.500,35161.756,7382.957,8845.000,0.000,289.706,14183.508,0.000
Suffolk,Virginia,141490.202,19113.095,281.697,40338.000,55389.000,526.342,7269.127,18119.280
Greensville,Virginia,230877.547,5144.612,1.757,50148.000,170300.000,0.000,1393.946,0.000
Lee,Virginia,74501.968,385.089,28.120,30264.000,39890.000,244.800,2931.542,0.000
Mecklenburg,Virginia,81038.899,3293.620,171.565,47414.000,18314.000,514.094,3831.777,0.000
Scott,Virginia,70850.605,0.000,54.529,46766.000,20764.000,244.800,2729.014,0.000
Lafayette,Wisconsin,314134.365,175181.564,625.080,935.000,0.000,0.000,1694.278,0.000
Patrick,Virginia,93286.779,0.000,101.197,46162.000,43311.000,1004.594,2278.543,0.000
Chesapeake,Virginia,61048.345,28751.078,358.500,6586.000,0.000,1763.489,22726.473,0.000
Alameda,California,331879.792,862.575,22.183,78121.000,0.000,13974.235,165270.199,71242.230
Henry,Virginia,101671.014,0.000,5.272,45307.000,48695.000,816.048,6621.264,0.000
San Francisco,California,93736.066,0.000,0.000,0.000,0.000,3445.474,89006.186,0.000
Grayson,Virginia,59267.128,0.000,180.460,20674.000,35740.000,4.082,2019.794,0.000
Kenosha,Wisconsin,92600.061,44284.645,66.671,257.000,0.000,554.918,14863.136,22953.161
Stevens,Washington,435465.498,4869.286,296.417,98461.000,325454.000,510.012,5808.530,0.000
Okanogan,Washington,51639.663,4858.357,46.948,40843.000,0.000,252.965,5571.254,1.715
Pickens,Alabama,212735.600,236.971,3907.065,56301.000,111770.000,750.730,2487.375,0.000
Ferry,Washington,133511.895,0.000,0.000,11573.000,120758.000,0.000,1168.890,0.000
Merced,California,111232.986,80063.818,5266.760,0.000,0.000,1269.806,24284.430,0.000
Fresno,California,326328.922,184124.721,14904.177,4574.000,3161.000,7797.420,91601.760,18843.944
San Mateo,California,109749.919,106.400,3.573,2235.000,0.000,3412.814,81132.810,21689.960
Santa Clara,California,260847.596,113.400,82.867,1008.000,0.000,7282.570,192702.306,56876.130
Santa Cruz,California,52052.603,0.000,3.573,6064.000,0.000,1135.231,29713.576,14713.560
Monterey,California,68272.144,2336.386,385.483,0.000,0.000,1828.807,46626.594,16430.520
Virginia Beach,Virginia,89749.331,17294.310,518.828,4161.000,0.000,2330.654,48030.259,16583.161
Tulare,California,178266.374,97188.191,10818.137,6803.000,0.000,1808.395,42764.141,18275.950
Clay,Alabama,51435.912,0.000,1040.861,32381.000,14446.000,44.906,1899.274,0.000
Denver,Colorado,68399.742,0.000,0.000,0.000,0.000,9103.968,58378.628,0.000
Jefferson,Colorado,68267.188,0.000,75.743,2210.000,0.000,3535.142,54839.718,6735.045
Arapahoe,Colorado,122320.721,19701.524,43.725,0.000,0.000,4082.796,50127.094,47558.680
Angelina,Texas,248390.453,0.000,118.352,130999.000,101992.000,758.894,9158.789,0.000
Bibb,Alabama,251555.761,0.000,7.204,40695.000,202655.000,501.847,2474.903,0.000
Greene,Alabama,118385.748,468.147,805.888,45352.000,0.000,8.165,1283.716,0.000
Skagit,Washington,187673.688,23652.821,2761.091,8756.000,139168.000,828.295,12337.195,0.000
Clallam,Washington,53099.667,0.000,123.845,44488.000,168.000,779.306,7433.817,0.000
Chambers,Alabama,62810.140,32.314,18.524,39536.000,0.000,252.965,4163.462,0.000
Douglas,Washington,85066.238,74783.957,17.585,0.000,0.000,4.082,3618.530,6588.172
Jefferson,Washington,174975.114,0.000,123.639,30403.000,140399.000,762.977,3243.582,0.000
Cross,Arkansas,272360.997,243371.064,3.810,10684.000,0.000,0.000,2343.032,0.000
Orleans,Vermont,73285.693,0.000,428.369,60384.000,0.000,273.377,2671.334,9485.161
Woodruff,Arkansas,233175.531,180959.816,0.952,15821.000,0.000,0.000,1058.384,0.000
Crittenden,Arkansas,239769.796,218892.148,0.952,4913.000,0.000,501.847,5721.500,0.000
Washington,Vermont,51362.682,0.000,81.763,38239.000,0.000,310.118,6153.667,6482.161
Faulkner,Arkansas,62698.830,9397.329,308.527,2828.000,0.000,779.306,9793.843,0.000
Orange,Vermont,53284.191,0.000,156.417,39804.000,9549.000,36.742,3225.857,465.500
Caledonia,Vermont,89166.810,0.000,151.085,70466.000,14631.000,771.142,3098.469,0.000
Yell,Arkansas,208161.539,9243.346,4320.755,23289.000,157643.000,248.882,2430.807,1911.000
Rutland,Vermont,72799.990,0.000,158.194,37722.000,24742.000,1514.606,7134.048,0.000
St. Francis,Arkansas,246419.684,187707.688,3.810,15766.000,21249.000,244.800,3518.976,0.000
Polk,Arkansas,129884.561,0.000,4939.215,86251.000,35320.000,738.482,2602.412,0.000
Phillips,Arkansas,302395.582,214186.064,2.857,16883.000,56548.000,0.000,3018.166,0.000
Arkansas,Arkansas,474330.537,338643.837,3.810,39171.000,49180.000,244.800,2478.415,0.000
Hot Spring,Arkansas,56998.528,0.000,329.296,50649.000,0.000,285.624,3632.330,0.000
Fairfax,Virginia,154210.733,0.000,1.230,2381.000,0.000,4535.654,109865.071,35824.201
Jefferson,Arkansas,359428.097,188723.490,310.667,48404.000,63131.000,1237.147,9783.233,1911.000
Grant,Arkansas,302860.992,0.000,9.525,103710.000,197102.000,8.165,2004.078,0.000
Howard,Arkansas,298046.583,0.000,7570.777,70472.000,216466.000,248.882,2127.649,0.000
Prince William,Virginia,51441.224,1655.020,65.473,2446.000,0.000,1049.501,32200.899,12033.161
Pike,Arkansas,71343.671,0.000,2899.882,63933.000,0.000,248.882,1341.990,0.000
Searcy,Arkansas,51659.346,0.000,313.995,16516.000,33380.000,248.882,1186.809,0.000
Campbell,Virginia,130783.321,1297.161,94.666,48755.000,57807.000,1029.089,6121.174,0.000
Mississippi,Arkansas,332326.322,310226.189,1.905,7863.000,0.000,0.000,5935.486,0.000
Prince Edward,Virginia,62198.189,563.103,531.905,34485.000,6878.000,24.494,2313.828,0.000
Craighead,Arkansas,237813.290,212450.068,5.715,0.000,0.000,1277.971,9275.108,5845.161
Independence,Arkansas,103965.281,42397.292,2676.766,34492.000,0.000,992.347,4061.835,0.000
Jackson,Arkansas,262511.917,210097.999,3.810,12738.000,26263.000,489.600,2220.380,0.000
Kit Carson,Colorado,126771.413,125230.421,710.766,0.000,0.000,0.000,816.980,0.000
Douglas,Colorado,57510.838,377.000,124.801,0.000,0.000,1987.877,18197.353,36533.161
Rio Grande,Colorado,70528.262,68224.979,17.292,818.000,0.000,0.000,1447.466,0.000
Utah,Utah,62335.495,7985.616,236.878,0.000,0.000,2212.409,37321.181,13970.000
Alamosa,Colorado,72614.812,68998.621,221.149,1741.000,0.000,12.247,1617.046,0.000
Baca,Colorado,61942.290,60855.743,523.562,0.000,0.000,4.082,551.434,0.000
Siskiyou,California,607531.529,8034.971,411.875,65950.000,526454.000,265.212,6342.214,0.000
Hillsborough,Florida,131888.673,0.000,1120.185,905.000,0.000,8633.880,103706.888,15870.860
Glades,Florida,182112.728,180077.100,87.582,652.000,0.000,0.000,1278.558,0.000
Beaver,Utah,115701.097,633.500,7905.751,3812.000,102442.000,0.000,694.461,203.455
Palm Beach,Florida,2653637.659,2483671.750,5.474,0.000,0.000,8279.143,117513.877,42296.890
Lee,Florida,58403.187,0.000,19.706,268.000,0.000,4127.702,46457.448,6801.280
Broward,Florida,235380.944,0.000,10.948,0.000,0.000,18567.043,168801.810,45317.321
Miami-Dade,Florida,319913.338,0.000,0.000,0.000,0.000,25506.835,233821.264,56859.080
New Castle,Delaware,144153.255,34407.316,0.000,3056.000,0.000,4258.195,54196.992,43106.480
Dallam,Texas,249777.122,248883.751,32.646,0.000,0.000,0.000,850.435,0.000
Sherman,Texas,165271.665,164908.662,15.235,0.000,0.000,0.000,342.500,0.000
District of Colu,District of Colu,57125.471,0.000,0.000,0.000,0.000,0.000,56179.514,0.000
Wilkes,Georgia,417197.597,161.571,1475.174,56983.000,353163.000,514.094,1421.210,0.000
Montgomery,Texas,286609.614,0.000,66.981,88819.000,145367.000,2739.506,32488.352,16643.000
Travis,Texas,165391.212,13333.986,45.705,0.000,0.000,5829.955,88592.380,56246.000
DeKalb,Georgia,115213.480,0.000,0.000,8639.000,308.000,4078.714,71581.602,29505.090
Hardin,Texas,83941.688,0.000,13.059,77753.000,0.000,746.647,5349.488,0.000
Morgan,Georgia,292218.423,251.750,1920.587,28768.000,249353.000,8.165,1843.213,0.000
Carroll,Georgia,75378.656,25.550,3871.204,42359.000,15253.000,526.342,9835.356,0.000
Liberty,Texas,291229.772,32895.189,58.763,98111.000,151990.000,244.800,7814.012,0.000
Newton,Georgia,81970.138,236.971,113.017,18405.000,53117.000,762.977,6755.991,0.000
Warren,Georgia,196192.644,64.050,170.456,31839.000,151456.000,0.000,862.691,0.000
Richmond,Georgia,481860.666,38.500,1.640,16973.000,432019.000,2490.624,22474.727,7168.134
Jasper,Georgia,201350.491,0.000,451.921,24607.000,168665.000,992.347,1319.094,0.000
Putnam,Georgia,104507.967,215.429,1146.338,25214.000,74422.000,767.059,2385.441,0.000
Jefferson,Georgia,125364.535,23449.432,178.065,53124.000,32042.000,265.212,2310.024,0.000
Burke,Georgia,281666.254,18489.585,345.541,98116.000,123161.000,493.682,2845.060,0.000
Orange,Texas,97429.556,0.000,15.235,18954.000,68889.000,24.494,9406.327,0.000
Jefferson,Texas,76678.525,21981.448,78.351,6950.000,0.000,1273.889,28276.045,17702.000
Ochiltree,Texas,68838.073,61787.329,28.293,0.000,0.000,0.000,1149.720,5857.839
Hansford,Texas,102370.478,101499.025,13.059,0.000,0.000,0.000,849.516,0.000
Hartley,Texas,218482.970,217766.033,21.764,0.000,0.000,0.000,686.017,0.000
Moore,Texas,150841.995,148537.490,17.411,0.000,0.000,0.000,2253.821,0.000
Carson,Texas,66830.882,65898.891,39.176,0.000,0.000,0.000,882.041,0.000
Sedgwick,Colorado,73259.427,72877.209,6.751,0.000,0.000,0.000,370.925,0.000
Union,Indiana,50975.944,41069.915,488.939,3184.000,0.000,244.800,1022.826,0.000
Deaf Smith,Texas,88256.454,85827.922,220.941,0.000,0.000,0.000,2176.899,0.000
Logan,Colorado,71773.651,68105.578,1349.317,0.000,0.000,12.247,2272.604,0.000
Weld,Colorado,199644.224,127658.735,4491.506,0.000,0.000,2511.036,18906.161,45777.590
Larimer,Colorado,56381.996,8824.353,429.121,1809.000,0.000,1894.126,26011.045,16998.481
Harrison,Indiana,77248.544,21048.903,313.025,13426.000,13476.000,779.306,4201.646,0.000
Union,New Jersey,66360.225,0.000,0.000,0.000,0.000,4592.808,55867.465,5035.878
Middlesex,New Jersey,195527.550,3370.829,4.025,1339.000,0.000,6796.908,78900.320,103876.000
Monmouth,New Jersey,100460.648,4839.336,1.077,1882.000,3949.000,3070.037,65623.749,20008.133
Burlington,New Jersey,97768.396,16734.856,39.133,1104.000,584.000,4515.242,45076.291,28895.000
Camden,New Jersey,66955.211,0.000,1.714,46.000,0.000,3759.530,53891.422,8414.976
Gloucester,New Jersey,64713.743,5715.014,54.736,3262.000,2656.000,1298.383,26967.483,24339.000
Ocean,New Jersey,93472.956,196.320,0.000,141.000,322.000,2359.231,54735.554,34874.000
Perry,Indiana,50735.442,9240.060,553.551,12259.000,15210.000,505.930,2344.996,0.000
Warrick,Indiana,91582.395,47970.346,241.099,20247.000,0.000,514.094,6087.249,561.800
Coos,New Hampshire,592648.337,0.000,0.000,153565.000,435440.000,12.247,3576.338,0.000
Grafton,New Hampshire,185397.406,0.000,0.000,109565.000,59022.000,807.883,9294.353,6573.000
Carroll,New Hampshire,79118.660,0.000,0.000,66686.000,7056.000,522.259,4782.195,0.000
Lucas,Iowa,259210.130,43022.565,212.617,6237.000,588.000,0.000,1062.605,0.000
Morgan,Colorado,112868.407,107247.013,732.063,0.000,0.000,252.965,2861.740,1729.696
Roane,Tennessee,50541.702,0.000,12.363,12873.000,26193.000,12.247,5520.093,5845.161
Belknap,New Hampshire,60968.731,0.000,0.000,39394.000,15221.000,522.259,5738.333,0.000
Merrimack,New Hampshire,88041.477,0.000,0.000,39067.000,33872.000,1294.301,13582.914,0.000
Sullivan,New Hampshire,82693.801,0.000,0.000,46054.000,31389.000,803.801,4380.099,0.000
Strafford,New Hampshire,88945.125,0.000,0.000,32249.000,26138.000,514.094,10982.299,18858.000
Yuma,Colorado,368711.164,363328.892,4362.392,0.000,0.000,0.000,1003.607,0.000
Marion,Tennessee,52833.890,4254.654,83.979,34502.000,8749.000,252.965,3135.251,1527.065
Hillsborough,New Hampshire,227010.501,0.000,0.000,76380.000,92028.000,7234.337,38138.405,12600.000
Cheshire,New Hampshire,607059.511,0.000,0.000,395943.000,200225.000,1282.054,7527.380,1960.000
Rockingham,New Hampshire,85259.461,0.000,0.000,27507.000,24499.000,4788.619,27914.557,73.500
Swisher,Texas,59568.621,58258.293,60.245,0.000,0.000,244.800,991.429,0.000
Castro,Texas,178668.926,177467.456,206.338,0.000,0.000,0.000,981.431,0.000
Parmer,Texas,133953.396,132754.083,15.235,0.000,0.000,0.000,1167.517,0.000
Lamb,Texas,137646.446,134635.670,1038.009,0.000,0.000,4.082,1944.362,0.000
Hale,Texas,181777.749,177670.175,17.411,0.000,0.000,4.082,4025.556,0.000
Floyd,Texas,98173.643,97122.073,21.764,0.000,0.000,0.000,1016.956,0.000
Okaloosa,Florida,110282.110,2329.431,5.474,18371.000,16426.000,546.754,18501.964,14840.797
Santa Rosa,Florida,103271.165,11592.222,9.853,38171.000,14730.000,775.224,12666.819,1975.974
Escambia,Florida,152098.681,7501.012,147.742,31285.000,50671.000,1567.678,32444.124,10304.889
Taylor,Florida,304610.995,0.000,8.758,107440.000,189126.000,0.000,2542.013,5462.382
Crosby,Texas,61732.570,60761.652,17.411,0.000,0.000,0.000,941.812,0.000
Johnson,Nebraska,249128.266,30666.308,484.197,223.000,0.000,0.000,492.897,0.000
Lubbock,Texas,126206.798,89451.029,266.922,0.000,0.000,3253.601,26446.036,6388.000
Cochran,Texas,55554.794,54957.379,8.706,0.000,0.000,0.000,582.541,0.000
Hockley,Texas,86110.404,82946.614,13.059,0.000,0.000,489.600,2623.568,0.000
Union,Florida,169257.722,0.000,104.137,33355.000,134378.000,4.082,1394.274,0.000
Bay,Florida,192422.662,0.000,0.000,40610.000,127733.000,1053.583,16100.082,6680.905
Denton,Texas,153678.748,23854.725,90.336,0.000,0.000,3131.273,47453.445,78433.000
Alachua,Florida,117093.195,799.706,284.990,51377.000,37561.000,1567.678,23061.332,2081.079
Collin,Texas,141644.087,58476.657,57.058,0.000,0.000,3535.142,53763.686,21885.000
Buncombe,North Carolina,65027.411,0.000,222.203,15169.000,14414.000,2293.913,21346.926,11022.000
Johnston,North Carolina,233057.347,29274.808,6745.924,54116.000,101052.000,1800.230,12568.884,6172.761
Haywood,North Carolina,137714.934,0.000,190.784,23755.000,103199.000,505.930,5629.182,4328.000
Beaufort,North Carolina,216965.058,93967.073,2129.031,84379.000,24928.000,996.430,4805.018,1358.819
Haskell,Texas,61579.221,60611.329,30.470,0.000,0.000,0.000,927.348,0.000
Lynn,Texas,61503.935,60600.879,6.529,0.000,0.000,0.000,885.696,0.000
Terry,Texas,78808.224,77408.764,6.529,0.000,0.000,0.000,1371.829,0.000
Orange,Florida,136432.879,0.000,21.896,2046.000,0.000,10288.044,93881.284,28713.461
Pasco,Florida,56942.818,0.000,1160.199,8208.000,9632.000,885.449,36487.068,0.000
Cass,Texas,256862.065,0.000,237.058,151768.000,97600.000,497.765,3726.036,0.000
Polk,Florida,88272.512,0.000,677.426,6892.000,12218.000,4547.902,50739.806,12397.161
Brevard,Florida,76670.131,0.000,37.223,1472.000,3924.000,2568.190,49487.845,18393.380
Pinellas,Florida,114534.314,0.000,0.000,0.000,1776.000,6988.781,96125.609,8120.161
Appling,Georgia,339837.510,16045.695,1544.411,35649.000,282281.000,269.294,2326.472,0.000
Tarrant,Texas,224602.828,3307.750,26.117,0.000,0.000,13786.589,157558.904,47532.000
Dallas,Texas,350479.775,7583.650,23.941,0.000,0.000,22469.314,238626.138,77854.000
Randolph,Georgia,94147.439,20483.340,188.684,40896.000,0.000,4.082,1019.106,0.000
Chatham,Georgia,285912.724,0.000,0.000,8483.000,247224.000,2028.701,26216.469,1576.840
Turner,Georgia,54592.714,13674.713,79.609,11064.000,0.000,4.082,1112.476,0.000
Ben Hill,Georgia,265091.122,10688.549,313.855,22573.000,222180.000,8.165,1879.559,0.000
Worth,Georgia,112266.102,33512.271,153.451,34836.000,0.000,0.000,2452.269,0.000
Dawson,Texas,76581.587,74664.850,8.706,0.000,0.000,0.000,1883.253,0.000
Jones,Texas,54508.264,35827.257,67.194,0.000,0.000,0.000,2869.882,15709.561
Gaines,Texas,128897.768,127031.043,15.235,0.000,0.000,0.000,1827.567,0.000
Upshur,Texas,96319.081,0.000,602.460,38968.000,52620.000,4.082,4066.182,0.000
Marion,Texas,65191.812,0.000,10.882,63647.000,0.000,248.882,1266.956,0.000
Wayne,Georgia,168577.992,8710.731,106.686,50296.000,102416.000,40.824,3218.902,0.000
Coffee,Georgia,97074.369,22616.466,4597.333,26212.000,324.000,742.565,4385.080,0.000
Harrison,Texas,144618.218,0.000,69.645,73710.000,62992.000,522.259,7221.609,0.000
Smith,Texas,93261.205,0.000,84.880,63360.000,0.000,3000.636,19144.308,7023.236
Gregg,Texas,55279.619,0.000,13.059,18183.000,0.000,791.554,12699.669,23408.161
Irwin,Georgia,77124.342,28377.873,180.542,15278.000,0.000,0.000,1249.159,0.000
Lee,Georgia,63069.825,19295.058,5.124,11140.000,0.000,20.412,2842.979,0.000
Miller,Georgia,57742.656,39908.923,218.883,11694.000,0.000,4.082,686.183,0.000
Navarro,Texas,69794.416,30702.244,110.997,0.000,0.000,501.847,5214.026,840.840
Hill,Texas,137437.267,92292.137,338.889,0.000,0.000,40.824,3746.902,0.000
Glynn,Georgia,322526.155,0.000,0.000,34354.000,279070.000,1000.512,7989.913,0.000
Decatur,Georgia,162996.608,39071.456,129.365,41486.000,49290.000,257.047,3398.967,0.000
Cherokee,Texas,220854.463,0.000,519.146,74172.000,136095.000,2457.965,5469.821,1764.000
Grady,Georgia,96287.577,24411.078,1021.899,35120.000,0.000,501.847,2724.942,0.000
Thomas,Georgia,194813.460,17377.322,524.000,36803.000,102426.000,1004.594,5048.199,0.000
Seminole,Georgia,50193.463,33333.010,23.690,6174.000,0.000,0.000,1279.523,0.000
Lowndes,Georgia,346391.311,6297.015,122.001,24630.000,282978.000,2004.206,10537.977,7847.161
Camden,Georgia,55425.508,0.000,0.000,49877.000,0.000,510.012,4966.293,0.000
Brooks,Georgia,110481.454,26271.564,1564.422,29246.000,0.000,4.082,1859.183,0.000
Anderson,Texas,51911.724,1072.936,106.645,44242.000,0.000,8.165,6287.430,0.000
Jackson,Florida,303669.326,24197.524,200.123,68311.000,95358.000,4.082,5394.353,8839.864
Holmes,Florida,107212.140,2794.057,151.807,34075.000,479.000,252.965,2107.115,0.000
Walton,Florida,87770.225,2729.574,30.948,34471.000,0.000,277.459,4846.808,0.000
McLennan,Texas,102006.909,63045.832,376.743,0.000,0.000,1779.818,23952.015,8867.000
Limestone,Texas,51321.552,12151.064,119.703,0.000,0.000,0.000,2642.859,0.000
Jenkins,Georgia,50155.961,9219.119,511.570,18115.000,0.000,4.082,1194.167,0.000
Bibb,Georgia,75039.936,343.171,56.050,11954.000,32491.000,1555.430,18358.710,9303.161
Harris,Georgia,65186.456,0.000,139.119,35800.000,24173.000,16.330,3091.932,0.000
Emanuel,Georgia,204492.497,6024.248,239.493,43882.000,87847.000,514.094,2438.294,0.000
Johnson,Georgia,51165.003,2986.178,89.158,27948.000,0.000,0.000,1010.994,0.000
Laurens,Georgia,244421.483,11658.825,443.947,44235.000,136776.000,53.071,5277.930,0.000
Falls,Texas,79340.847,70622.153,134.572,0.000,0.000,12.247,2178.511,0.000
Macon,Georgia,187473.230,10881.497,3162.763,9267.000,108245.000,257.047,1694.539,0.000
Dodge,Georgia,138157.743,9280.717,297.624,36742.000,48801.000,244.800,2333.255,0.000
Taylor,Georgia,50189.181,1468.708,851.095,21804.000,0.000,0.000,1129.187,7917.058
Toombs,Georgia,106534.509,6168.796,207.251,24946.000,50771.000,252.965,3346.926,0.000
Tattnall,Georgia,63418.195,10998.754,3806.975,25644.000,0.000,489.600,3124.065,0.000
Dooly,Georgia,100925.531,32176.323,478.181,11846.000,0.000,0.000,1511.297,0.000
Bell,Texas,95494.023,57486.788,119.056,0.000,0.000,1298.383,26308.843,840.840
Newton,Texas,201014.317,0.000,6.529,96486.000,102387.000,489.600,1620.265,0.000
Jasper,Texas,301994.268,0.000,23.941,107988.000,188768.000,257.047,4462.950,0.000
Polk,Texas,253627.274,0.000,30.470,101226.000,147273.000,244.800,4784.986,0.000
Webster,Georgia,183721.073,4524.936,93.420,21578.000,151690.000,0.000,256.929,0.000
Stewart,Georgia,72103.010,1874.829,163.771,63079.000,0.000,244.800,836.939,0.000
Sumter,Georgia,123521.962,23644.420,893.816,29279.000,0.000,771.142,4022.956,0.000
Telfair,Georgia,71439.045,6801.652,120.375,30593.000,0.000,8.165,1449.435,0.000
Wilcox,Georgia,74386.745,14000.672,612.380,35408.000,0.000,16.330,1103.602,0.000
Tyler,Texas,118681.469,0.000,21.764,115947.000,0.000,252.965,2425.227,0.000
Walker,Texas,211199.128,1429.260,131.872,50752.000,151414.000,257.047,6911.428,0.000
Liberty,Georgia,52282.924,0.000,0.000,44943.000,0.000,4.082,6986.298,0.000
Crisp,Georgia,134764.309,14702.441,521.420,18777.000,78826.000,252.965,2455.387,0.000
Long,Georgia,62278.763,226.523,105.230,60707.000,0.000,0.000,1198.477,0.000
Jeff Davis,Georgia,152287.579,10294.459,628.213,34328.000,101231.000,734.400,1545.111,0.000
Terrell,Georgia,135763.096,31028.277,17.132,15492.000,0.000,252.965,1270.073,0.000
Williamson,Texas,116623.194,70845.812,55.360,0.000,0.000,2322.490,27598.111,5693.737
Fulton,Georgia,167795.168,0.000,3.074,24004.000,0.000,10973.455,87903.571,43561.720
Gwinnett,Georgia,117698.179,0.000,423.124,12939.000,2233.000,10598.162,64620.845,25910.990
Cobb,Georgia,82606.241,0.000,0.000,6489.000,1084.000,7332.314,66695.950,0.000
Lamar,Georgia,207295.686,915.571,673.859,10790.000,192561.000,12.247,1892.127,0.000
Monroe,Iowa,205216.426,46955.611,381.574,6101.000,0.000,0.000,917.584,0.000
Mills,Iowa,166795.199,137599.879,147.219,1398.000,0.000,0.000,1591.219,0.000
Montgomery,Iowa,250881.905,159460.787,319.012,78.000,52.000,0.000,1395.671,0.000
Adams,Iowa,278442.313,108365.531,484.014,2122.000,0.000,0.000,553.072,0.000
Bexar,Texas,210973.706,12969.004,162.230,0.000,0.000,7666.927,149833.195,38039.000
Worth,Missouri,184560.875,20443.710,240.907,1264.000,0.000,0.000,253.993,0.000
Page,Iowa,275053.597,137858.185,504.335,111.000,0.000,16.330,2023.317,0.000
Van Buren,Iowa,237330.748,69648.215,458.117,3071.000,0.000,244.800,805.453,256.922
Taylor,Iowa,444375.588,118113.088,347.194,5472.000,0.000,4.082,808.458,0.000
Davis,Iowa,315578.201,61951.292,1166.538,1996.000,7878.000,4.082,971.735,0.000
Ringgold,Iowa,425749.572,81144.345,1460.481,5309.000,0.000,0.000,745.656,0.000
Decatur,Iowa,317447.513,55929.446,379.302,18394.000,0.000,0.000,987.000,0.000
Hampshire,Massachusetts,56245.737,0.000,10.565,11868.000,17961.000,783.389,16460.341,8888.000
Hampden,Massachusetts,108206.402,0.000,0.000,7274.000,15438.000,5515.754,49597.229,29627.000
Norfolk,Massachusetts,118741.399,0.000,5.225,1901.000,0.000,5854.450,69531.375,40374.000
Plymouth,Massachusetts,137213.370,0.000,7.660,8372.000,12623.000,5070.161,52006.931,58193.000
Bristol,Massachusetts,98640.931,0.000,23.533,2241.000,3321.000,3580.049,57803.597,30774.000
Appanoose,Iowa,221149.318,55115.891,73.860,1346.000,3962.000,244.800,1687.582,0.000
Caddo,Louisiana,145712.999,26591.505,41.482,83564.000,0.000,1526.854,27294.263,5107.633
Bossier,Louisiana,200624.265,7611.907,33.105,178051.000,0.000,988.265,10331.878,0.000
Webster,Louisiana,350208.392,0.000,23.246,116352.000,224719.000,738.482,4604.836,1225.000
Claiborne,Louisiana,128973.740,0.000,179.677,123874.000,0.000,8.165,1890.273,0.000
